requirement_id,requirement_name,coverage_threshold,original_constr_name,description
R001553,Customer_Requirement_1553,24,c1553,Customer requirement 1553
R001554,Customer_Requirement_1554,10,c1554,Customer requirement 1554
R001555,Customer_Requirement_1555,6,c1555,Customer requirement 1555
R001556,Customer_Requirement_1556,-3,c1556,Customer requirement 1556
R001557,Customer_Requirement_1557,-7,c1557,Customer requirement 1557
R001558,Customer_Requirement_1558,16,c1558,Customer requirement 1558
R001559,Customer_Requirement_1559,10,c1559,Customer requirement 1559
R001560,Customer_Requirement_1560,16,c1560,Customer requirement 1560
R001561,Customer_Requirement_1561,12,c1561,Customer requirement 1561
R001562,Customer_Requirement_1562,-2,c1562,Customer requirement 1562
R001563,Customer_Requirement_1563,-10,c1563,Customer requirement 1563
R001564,Customer_Requirement_1564,10,c1564,Customer requirement 1564
R001565,Customer_Requirement_1565,12,c1565,Customer requirement 1565
R001566,Customer_Requirement_1566,22,c1566,Customer requirement 1566
R001567,Customer_Requirement_1567,6,c1567,Customer requirement 1567
R001568,Customer_Requirement_1568,12,c1568,Customer requirement 1568
R001569,Customer_Requirement_1569,6,c1569,Customer requirement 1569
R001570,Customer_Requirement_1570,12,c1570,Customer requirement 1570
R001571,Customer_Requirement_1571,-10,c1571,Customer requirement 1571
R001572,Customer_Requirement_1572,19,c1572,Customer requirement 1572
R001573,Customer_Requirement_1573,20,c1573,Customer requirement 1573
R001574,Customer_Requirement_1574,12,c1574,Customer requirement 1574
R001575,Customer_Requirement_1575,5,c1575,Customer requirement 1575
R001576,Customer_Requirement_1576,7,c1576,Customer requirement 1576
R001577,Customer_Requirement_1577,4,c1577,Customer requirement 1577
R001578,Customer_Requirement_1578,-6,c1578,Customer requirement 1578
R001579,Customer_Requirement_1579,20,c1579,Customer requirement 1579
R001580,Customer_Requirement_1580,2,c1580,Customer requirement 1580
R001581,Customer_Requirement_1581,0,c1581,Customer requirement 1581
R001582,Customer_Requirement_1582,7,c1582,Customer requirement 1582
R001583,Customer_Requirement_1583,10,c1583,Customer requirement 1583
R001584,Customer_Requirement_1584,-4,c1584,Customer requirement 1584
R001585,Customer_Requirement_1585,-3,c1585,Customer requirement 1585
R001586,Customer_Requirement_1586,2,c1586,Customer requirement 1586
R001587,Customer_Requirement_1587,-6,c1587,Customer requirement 1587
R001588,Customer_Requirement_1588,11,c1588,Customer requirement 1588
R001589,Customer_Requirement_1589,9,c1589,Customer requirement 1589
R001590,Customer_Requirement_1590,18,c1590,Customer requirement 1590
R001591,Customer_Requirement_1591,10,c1591,Customer requirement 1591
R001592,Customer_Requirement_1592,11,c1592,Customer requirement 1592
R001593,Customer_Requirement_1593,21,c1593,Customer requirement 1593
R001594,Customer_Requirement_1594,-9,c1594,Customer requirement 1594
R001595,Customer_Requirement_1595,-9,c1595,Customer requirement 1595
R001596,Customer_Requirement_1596,7,c1596,Customer requirement 1596
R001597,Customer_Requirement_1597,12,c1597,Customer requirement 1597
R001598,Customer_Requirement_1598,6,c1598,Customer requirement 1598
R001599,Customer_Requirement_1599,16,c1599,Customer requirement 1599
R001600,Customer_Requirement_1600,12,c1600,Customer requirement 1600
R001601,Customer_Requirement_1601,13,c1601,Customer requirement 1601
R001602,Customer_Requirement_1602,10,c1602,Customer requirement 1602
R001603,Customer_Requirement_1603,20,c1603,Customer requirement 1603
R001604,Customer_Requirement_1604,4,c1604,Customer requirement 1604
R001605,Customer_Requirement_1605,10,c1605,Customer requirement 1605
R001606,Customer_Requirement_1606,-3,c1606,Customer requirement 1606
R001607,Customer_Requirement_1607,17,c1607,Customer requirement 1607
R001608,Customer_Requirement_1608,16,c1608,Customer requirement 1608
R001609,Customer_Requirement_1609,6,c1609,Customer requirement 1609
R001610,Customer_Requirement_1610,-7,c1610,Customer requirement 1610
R001611,Customer_Requirement_1611,11,c1611,Customer requirement 1611
R001612,Customer_Requirement_1612,14,c1612,Customer requirement 1612
R001613,Customer_Requirement_1613,-5,c1613,Customer requirement 1613
R001614,Customer_Requirement_1614,12,c1614,Customer requirement 1614
R001615,Customer_Requirement_1615,15,c1615,Customer requirement 1615
R001616,Customer_Requirement_1616,6,c1616,Customer requirement 1616
R001617,Customer_Requirement_1617,13,c1617,Customer requirement 1617
R001618,Customer_Requirement_1618,17,c1618,Customer requirement 1618
R001619,Customer_Requirement_1619,13,c1619,Customer requirement 1619
R001620,Customer_Requirement_1620,10,c1620,Customer requirement 1620
R001621,Customer_Requirement_1621,19,c1621,Customer requirement 1621
R001622,Customer_Requirement_1622,12,c1622,Customer requirement 1622
R001623,Customer_Requirement_1623,7,c1623,Customer requirement 1623
R001624,Customer_Requirement_1624,4,c1624,Customer requirement 1624
R001625,Customer_Requirement_1625,20,c1625,Customer requirement 1625
R001626,Customer_Requirement_1626,8,c1626,Customer requirement 1626
R001627,Customer_Requirement_1627,-8,c1627,Customer requirement 1627
R001628,Customer_Requirement_1628,7,c1628,Customer requirement 1628
R001629,Customer_Requirement_1629,11,c1629,Customer requirement 1629
R001630,Customer_Requirement_1630,22,c1630,Customer requirement 1630
R001631,Customer_Requirement_1631,19,c1631,Customer requirement 1631
R001632,Customer_Requirement_1632,12,c1632,Customer requirement 1632
R001633,Customer_Requirement_1633,6,c1633,Customer requirement 1633
R001634,Customer_Requirement_1634,10,c1634,Customer requirement 1634
R001635,Customer_Requirement_1635,6,c1635,Customer requirement 1635
R001636,Customer_Requirement_1636,9,c1636,Customer requirement 1636
R001637,Customer_Requirement_1637,-9,c1637,Customer requirement 1637
R001638,Customer_Requirement_1638,22,c1638,Customer requirement 1638
R001639,Customer_Requirement_1639,13,c1639,Customer requirement 1639
R001640,Customer_Requirement_1640,7,c1640,Customer requirement 1640
R001641,Customer_Requirement_1641,14,c1641,Customer requirement 1641
R001642,Customer_Requirement_1642,16,c1642,Customer requirement 1642
R001643,Customer_Requirement_1643,12,c1643,Customer requirement 1643
R001644,Customer_Requirement_1644,4,c1644,Customer requirement 1644
R001645,Customer_Requirement_1645,14,c1645,Customer requirement 1645
R001646,Customer_Requirement_1646,14,c1646,Customer requirement 1646
R001647,Customer_Requirement_1647,17,c1647,Customer requirement 1647
R001648,Customer_Requirement_1648,14,c1648,Customer requirement 1648
R001649,Customer_Requirement_1649,9,c1649,Customer requirement 1649
R001650,Customer_Requirement_1650,15,c1650,Customer requirement 1650
R001651,Customer_Requirement_1651,9,c1651,Customer requirement 1651
R001652,Customer_Requirement_1652,6,c1652,Customer requirement 1652
R001653,Customer_Requirement_1653,-8,c1653,Customer requirement 1653
R001654,Customer_Requirement_1654,19,c1654,Customer requirement 1654
R001655,Customer_Requirement_1655,2,c1655,Customer requirement 1655
R001656,Customer_Requirement_1656,16,c1656,Customer requirement 1656
R001657,Customer_Requirement_1657,3,c1657,Customer requirement 1657
R001658,Customer_Requirement_1658,14,c1658,Customer requirement 1658
R001659,Customer_Requirement_1659,13,c1659,Customer requirement 1659
R001660,Customer_Requirement_1660,-6,c1660,Customer requirement 1660
R001661,Customer_Requirement_1661,11,c1661,Customer requirement 1661
R001662,Customer_Requirement_1662,14,c1662,Customer requirement 1662
R001663,Customer_Requirement_1663,11,c1663,Customer requirement 1663
R001664,Customer_Requirement_1664,19,c1664,Customer requirement 1664
R001665,Customer_Requirement_1665,5,c1665,Customer requirement 1665
R001666,Customer_Requirement_1666,15,c1666,Customer requirement 1666
R001667,Customer_Requirement_1667,8,c1667,Customer requirement 1667
R001668,Customer_Requirement_1668,17,c1668,Customer requirement 1668
R001669,Customer_Requirement_1669,13,c1669,Customer requirement 1669
R001670,Customer_Requirement_1670,10,c1670,Customer requirement 1670
R001671,Customer_Requirement_1671,21,c1671,Customer requirement 1671
R001672,Customer_Requirement_1672,-8,c1672,Customer requirement 1672
R001673,Customer_Requirement_1673,6,c1673,Customer requirement 1673
R001674,Customer_Requirement_1674,8,c1674,Customer requirement 1674
R001675,Customer_Requirement_1675,10,c1675,Customer requirement 1675
R001676,Customer_Requirement_1676,11,c1676,Customer requirement 1676
R001677,Customer_Requirement_1677,-7,c1677,Customer requirement 1677
R001678,Customer_Requirement_1678,18,c1678,Customer requirement 1678
R001679,Customer_Requirement_1679,13,c1679,Customer requirement 1679
R001680,Customer_Requirement_1680,12,c1680,Customer requirement 1680
R001681,Customer_Requirement_1681,9,c1681,Customer requirement 1681
R001682,Customer_Requirement_1682,10,c1682,Customer requirement 1682
R001683,Customer_Requirement_1683,18,c1683,Customer requirement 1683
R001684,Customer_Requirement_1684,3,c1684,Customer requirement 1684
R001685,Customer_Requirement_1685,7,c1685,Customer requirement 1685
R001686,Customer_Requirement_1686,13,c1686,Customer requirement 1686
R001687,Customer_Requirement_1687,-9,c1687,Customer requirement 1687
R001688,Customer_Requirement_1688,2,c1688,Customer requirement 1688
R001689,Customer_Requirement_1689,20,c1689,Customer requirement 1689
R001690,Customer_Requirement_1690,15,c1690,Customer requirement 1690
R001691,Customer_Requirement_1691,13,c1691,Customer requirement 1691
R001692,Customer_Requirement_1692,5,c1692,Customer requirement 1692
R001693,Customer_Requirement_1693,5,c1693,Customer requirement 1693
R001694,Customer_Requirement_1694,3,c1694,Customer requirement 1694
R001695,Customer_Requirement_1695,8,c1695,Customer requirement 1695
R001696,Customer_Requirement_1696,-4,c1696,Customer requirement 1696
R001697,Customer_Requirement_1697,6,c1697,Customer requirement 1697
R001698,Customer_Requirement_1698,9,c1698,Customer requirement 1698
R001699,Customer_Requirement_1699,8,c1699,Customer requirement 1699
R001700,Customer_Requirement_1700,9,c1700,Customer requirement 1700
R001701,Customer_Requirement_1701,12,c1701,Customer requirement 1701
R001702,Customer_Requirement_1702,6,c1702,Customer requirement 1702
R001703,Customer_Requirement_1703,9,c1703,Customer requirement 1703
R001704,Customer_Requirement_1704,14,c1704,Customer requirement 1704
R001705,Customer_Requirement_1705,-4,c1705,Customer requirement 1705
R001706,Customer_Requirement_1706,17,c1706,Customer requirement 1706
R001707,Customer_Requirement_1707,11,c1707,Customer requirement 1707
R001708,Customer_Requirement_1708,7,c1708,Customer requirement 1708
R001709,Customer_Requirement_1709,9,c1709,Customer requirement 1709
R001710,Customer_Requirement_1710,-10,c1710,Customer requirement 1710
R001711,Customer_Requirement_1711,9,c1711,Customer requirement 1711
R001712,Customer_Requirement_1712,5,c1712,Customer requirement 1712
R001713,Customer_Requirement_1713,8,c1713,Customer requirement 1713
R001714,Customer_Requirement_1714,16,c1714,Customer requirement 1714
R001715,Customer_Requirement_1715,15,c1715,Customer requirement 1715
R001716,Customer_Requirement_1716,10,c1716,Customer requirement 1716
R001717,Customer_Requirement_1717,-3,c1717,Customer requirement 1717
R001718,Customer_Requirement_1718,12,c1718,Customer requirement 1718
R001719,Customer_Requirement_1719,8,c1719,Customer requirement 1719
R001720,Customer_Requirement_1720,4,c1720,Customer requirement 1720
R001721,Customer_Requirement_1721,9,c1721,Customer requirement 1721
R001722,Customer_Requirement_1722,6,c1722,Customer requirement 1722
R001723,Customer_Requirement_1723,13,c1723,Customer requirement 1723
R001724,Customer_Requirement_1724,5,c1724,Customer requirement 1724
R001725,Customer_Requirement_1725,9,c1725,Customer requirement 1725
R001726,Customer_Requirement_1726,17,c1726,Customer requirement 1726
R001727,Customer_Requirement_1727,13,c1727,Customer requirement 1727
R001728,Customer_Requirement_1728,17,c1728,Customer requirement 1728
R001729,Customer_Requirement_1729,7,c1729,Customer requirement 1729
R001730,Customer_Requirement_1730,8,c1730,Customer requirement 1730
R001731,Customer_Requirement_1731,10,c1731,Customer requirement 1731
R001732,Customer_Requirement_1732,19,c1732,Customer requirement 1732
R001733,Customer_Requirement_1733,8,c1733,Customer requirement 1733
R001734,Customer_Requirement_1734,-4,c1734,Customer requirement 1734
R001735,Customer_Requirement_1735,9,c1735,Customer requirement 1735
R001736,Customer_Requirement_1736,22,c1736,Customer requirement 1736
R001737,Customer_Requirement_1737,12,c1737,Customer requirement 1737
R001738,Customer_Requirement_1738,10,c1738,Customer requirement 1738
R001739,Customer_Requirement_1739,14,c1739,Customer requirement 1739
R001740,Customer_Requirement_1740,5,c1740,Customer requirement 1740
R001741,Customer_Requirement_1741,8,c1741,Customer requirement 1741
R001742,Customer_Requirement_1742,20,c1742,Customer requirement 1742
R001743,Customer_Requirement_1743,7,c1743,Customer requirement 1743
R001744,Customer_Requirement_1744,8,c1744,Customer requirement 1744
R001745,Customer_Requirement_1745,10,c1745,Customer requirement 1745
R001746,Customer_Requirement_1746,9,c1746,Customer requirement 1746
R001747,Customer_Requirement_1747,10,c1747,Customer requirement 1747
R001748,Customer_Requirement_1748,-9,c1748,Customer requirement 1748
R001749,Customer_Requirement_1749,7,c1749,Customer requirement 1749
R001750,Customer_Requirement_1750,10,c1750,Customer requirement 1750
R001751,Customer_Requirement_1751,6,c1751,Customer requirement 1751
R001752,Customer_Requirement_1752,10,c1752,Customer requirement 1752
R001753,Customer_Requirement_1753,-5,c1753,Customer requirement 1753
R001754,Customer_Requirement_1754,7,c1754,Customer requirement 1754
R001755,Customer_Requirement_1755,6,c1755,Customer requirement 1755
R001756,Customer_Requirement_1756,17,c1756,Customer requirement 1756
R001757,Customer_Requirement_1757,10,c1757,Customer requirement 1757
R001758,Customer_Requirement_1758,10,c1758,Customer requirement 1758
R001759,Customer_Requirement_1759,5,c1759,Customer requirement 1759
R001760,Customer_Requirement_1760,14,c1760,Customer requirement 1760
R001761,Customer_Requirement_1761,14,c1761,Customer requirement 1761
R001762,Customer_Requirement_1762,12,c1762,Customer requirement 1762
R001763,Customer_Requirement_1763,24,c1763,Customer requirement 1763
R001764,Customer_Requirement_1764,14,c1764,Customer requirement 1764
R001765,Customer_Requirement_1765,7,c1765,Customer requirement 1765
R001766,Customer_Requirement_1766,10,c1766,Customer requirement 1766
R001767,Customer_Requirement_1767,5,c1767,Customer requirement 1767
R001768,Customer_Requirement_1768,8,c1768,Customer requirement 1768
R001769,Customer_Requirement_1769,21,c1769,Customer requirement 1769
R001770,Customer_Requirement_1770,4,c1770,Customer requirement 1770
R001771,Customer_Requirement_1771,4,c1771,Customer requirement 1771
R001772,Customer_Requirement_1772,10,c1772,Customer requirement 1772
R001773,Customer_Requirement_1773,4,c1773,Customer requirement 1773
R001774,Customer_Requirement_1774,-7,c1774,Customer requirement 1774
